;МНА №1. Аварийные утечки дизтоплива через торцевое уплотнение. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Снят режим "Маскирование"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Сигнал достоверен; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Сигнал установлен; Красный param_alarm.wav
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Сигнал снят; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Сигнал достоверен; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Узел приема СОД. Максимальный аварийный уровень дизтоплива в ЕП-16. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Разгерметизация камеры приема СОД. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Снят режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Разгерметизация камеры приема СОД. Сигнал достоверен; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Разгерметизация камеры приема СОД. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Разгерметизация камеры приема СОД. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Разгерметизация камеры приема СОД. Сигнал установлен; Красный param_alarm.wav
;КПСОД. Разгерметизация камеры приема СОД. Сигнал снят; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Сигнал достоверен; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Разгерметизация камеры приема СОД. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Затопление колодца К2. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К2. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К2. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К2. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К2. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Затопление колодца К2. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Затопление колодца К2. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Затопление колодца К2. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Затопление колодца К2. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К2. Снят режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К2. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К2. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К2. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Затопление колодца К2. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Затопление колодца К2. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Затопление колодца К2. Сигнал достоверен; Зеленый 
;КПСОД. Затопление колодца К2. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Затопление колодца К2. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Затопление колодца К2. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Затопление колодца К2. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Затопление колодца К2. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Затопление колодца К2. Сигнал установлен; Красный param_alarm.wav
;КПСОД. Затопление колодца К2. Сигнал снят; Зеленый 
;КПСОД. Затопление колодца К2. Сигнал достоверен; Зеленый 
;КПСОД. Затопление колодца К2. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Затопление колодца К2. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Разгерметизация камеры пуска СОД. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Снят режим "Маскирование"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Разгерметизация камеры пуска СОД. Сигнал достоверен; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Разгерметизация камеры пуска СОД. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Разгерметизация камеры пуска СОД. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Разгерметизация камеры пуска СОД. Сигнал установлен; Красный param_alarm.wav
;КПСОД. Разгерметизация камеры пуска СОД. Сигнал снят; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Сигнал достоверен; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Разгерметизация камеры пуска СОД. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Затопление колодца К1. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К1. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К1. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К1. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К1. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Затопление колодца К1. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Затопление колодца К1. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Затопление колодца К1. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Затопление колодца К1. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К1. Снят режим "Маскирование"; Зеленый 
;КПСОД. Затопление колодца К1. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К1. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Затопление колодца К1. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Затопление колодца К1. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Затопление колодца К1. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Затопление колодца К1. Сигнал достоверен; Зеленый 
;КПСОД. Затопление колодца К1. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Затопление колодца К1. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Затопление колодца К1. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Затопление колодца К1. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Затопление колодца К1. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Затопление колодца К1. Сигнал установлен; Красный param_alarm.wav
;КПСОД. Затопление колодца К1. Сигнал снят; Зеленый 
;КПСОД. Затопление колодца К1. Сигнал достоверен; Зеленый 
;КПСОД. Затопление колодца К1. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Затопление колодца К1. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Переход на питание от ИБП ПКУ. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Снят режим "Маскирование"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Переход на питание от ИБП ПКУ. Сигнал достоверен; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Переход на питание от ИБП ПКУ. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Переход на питание от ИБП ПКУ. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Переход на питание от ИБП ПКУ. Сигнал установлен; Желтый param_limit.wav
;КПСОД. Переход на питание от ИБП ПКУ. Сигнал снят; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Сигнал достоверен; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Переход на питание от ИБП ПКУ. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Батарея ИБП ПКУ разряжена. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Снят режим "Маскирование"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Батарея ИБП ПКУ разряжена. Сигнал достоверен; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Батарея ИБП ПКУ разряжена. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Батарея ИБП ПКУ разряжена. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Батарея ИБП ПКУ разряжена. Сигнал установлен; Красный param_alarm.wav
;КПСОД. Батарея ИБП ПКУ разряжена. Сигнал снят; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Сигнал достоверен; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Батарея ИБП ПКУ разряжена. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Авария ИБП ПКУ. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Авария ИБП ПКУ. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Снят режим "Маскирование"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Авария ИБП ПКУ. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Авария ИБП ПКУ. Сигнал достоверен; Зеленый 
;КПСОД. Авария ИБП ПКУ. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Авария ИБП ПКУ. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Авария ИБП ПКУ. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Авария ИБП ПКУ. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. Авария ИБП ПКУ. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. Авария ИБП ПКУ. Сигнал установлен; Красный param_alarm.wav
;КПСОД. Авария ИБП ПКУ. Сигнал снят; Зеленый 
;КПСОД. Авария ИБП ПКУ. Сигнал достоверен; Зеленый 
;КПСОД. Авария ИБП ПКУ. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. Авария ИБП ПКУ. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Установлен режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Снят режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Сигнал недостоверен; Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Сигнал достоверен; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Обрыв. Сигнал снят; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Сигнал установлен; Красный param_alarm.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Сигнал снят; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Сигнал достоверен; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 1 СШ. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Установлен режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Снят режим "Маскирование"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Сигнал недостоверен; Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Сигнал достоверен; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Обрыв. Сигнал снят; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Короткое замыкание. Сигнал снят; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Сигнал недостоверен (аппаратная ошибка); Красный nsp.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Сигнал установлен; Красный param_alarm.wav
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Сигнал снят; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Сигнал достоверен; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Сигнал достоверен режим Имитации; Зеленый 
;КПСОД. ЩСУ УПС. Отсутствие напряжения на 2 СШ. Значение сработки параметра. Уставка изменена; ;цвет 4; 
;КПСОД. Пожар в ЩСУ. Принята команда "Установить режим "Маскирование"; Зеленый 
;КПСОД. Пожар в ЩСУ. Принята команда "Снять режим "Маскирование"; Зеленый 
;КПСОД. Пожар в ЩСУ. Принята команда "Установить режим "Имитация логического "0"; Зеленый 
;КПСОД. Пожар в ЩСУ. Принята команда "Снять режим "Имитация логического "0"; Зеленый 
;КПСОД. Пожар в ЩСУ. Принята команда "Установить режим "Имитация логического "1"; Зеленый 
;КПСОД. Пожар в ЩСУ. Принята команда "Снять режим "Имитация логического "1"; Зеленый 
;КПСОД. Пожар в ЩСУ. Принята команда "Установить значение 1 на канале - Одномоментная команда"; Зеленый 
;КПСОД. Пожар в ЩСУ. Установлено значение 1 на канале - Одномоментная команда; Зеленый 
;КПСОД. Пожар в ЩСУ. Установлен режим "Маскирование"; Зеленый 
;КПСОД. Пожар в ЩСУ. Снят режим "Маскирование"; Зеленый 
;КПСОД. Пожар в ЩСУ. Установлен режим "Имитация логического "0"; Зеленый 
;КПСОД. Пожар в ЩСУ. Снят режим "Имитация логического "0"; Зеленый 
;КПСОД. Пожар в ЩСУ. Установлен режим "Имитация логической "1"; Зеленый 
;КПСОД. Пожар в ЩСУ. Снят режим "Имитация логической "1"; Зеленый 
;КПСОД. Пожар в ЩСУ. Сигнал недостоверен; Красный nsp.wav
;КПСОД. Пожар в ЩСУ. Сигнал достоверен; Зеленый 
;КПСОД. Пожар в ЩСУ. Обрыв. Сигнал установлен; Красный nsp.wav
;КПСОД. Пожар в ЩСУ. Обрыв. Сигнал снят; Зеленый 
;КПСОД. Пожар в ЩСУ. Короткое замыкание. Сигнал установлен; Красный nsp.wav
;КПСОД. Пожар в ЩСУ. Короткое замыкание. Сигнал снят; Зеленый 
